Gender,Stroke,PrelimsTime,FinalsTime,Lane
M,Fly,52.43,52.61,Inside
M,Fly,58.33,55.57,Outside
M,Fly,57.46,56.79,Outside
M,Fly,58.63,57.49,Inside
M,Fly,58.53,57.83,Inside
M,Fly,60.7,58.84,Outside
M,Fly,61.08,59.36,Outside
F,Breast,70.45,66.47,Inside
F,Breast,70.1,69.98,Inside
F,Breast,77.46000000000001,77.66,Outside
F,Breast,79.47,78.76,Outside
F,Breast,79.82,78.17,Inside
F,Breast,79.93,79.06,Inside
F,Breast,86.01,84.45,Outside
F,Breast,85.88,86.13,Outside
M,Breast,60.56,57.56,Inside
M,Breast,60.5,59.76,Inside
M,Breast,62.33,61.51,Outside
M,Breast,62.44,62.34,Outside
M,Breast,63.31,63.52,Inside
M,Breast,64.31,64.64,Inside
M,Breast,70.71000000000001,69.9,Outside
M,Breast,72.64,70.96000000000001,Outside
F,Back,61.3,61.35,Inside
F,Back,62.54,61.55,Inside
F,Back,66.88,68.26,Outside
F,Back,69.75,69.06,Outside
F,Back,69.83,70.0,Inside
F,Back,69.95,71.13,Inside
F,Back,74.69,73.3,Outside
F,Back,75.58,74.37,Outside
M,Back,53.65,53.33,Inside
M,Back,53.55,53.47,Inside
M,Back,58.42,56.69,Outside
M,Back,60.09,58.28,Outside
M,Back,60.95,59.86,Inside
M,Back,61.34,60.57,Inside
M,Back,69.03,66.23,Outside
M,Back,74.41,73.78999999999999,Outside
F,Free,54.36,52.28,Inside
F,Free,55.23,53.75,Inside
F,Free,57.94,56.82,Outside
F,Free,57.83,57.34,Outside
F,Free,59.41,58.65,Inside
F,Free,58.09,58.77,Inside
F,Free,62.02,60.51,Outside
F,Free,62.44,61.13,Outside
F,Free,62.56,61.04,Inside
F,Free,62.76,62.17,Inside
F,Free,68.44,66.29,Outside
F,Free,68.38,67.24,Outside
M,Free,46.3,45.91,Inside
M,Free,46.93,47.09,Inside
M,Free,50.22,50.31,Outside
M,Free,49.77,52.46,Outside
M,Free,50.42,49.76,Inside
M,Free,51.04,50.33,Outside
M,Free,50.64,50.41,Inside
M,Free,51.22,50.61,Outside
M,Free,51.36,51.33,Inside
M,Free,51.28,51.48,Inside
M,Free,53.79,52.64,Outside
M,Free,53.21,52.8,Outside
F,Fly,58.01,56.65,Inside
F,Fly,57.23,56.74,Inside
F,Fly,60.1,60.46,Outside
F,Fly,60.13,60.5,Outside
F,Fly,60.23,59.59,Inside
F,Fly,60.85,60.8,Outside
F,Fly,60.37,61.21,Inside
F,Fly,61.33,61.65,Outside
M,Fly,49.47,48.57,Inside
M,Fly,50.83,50.41,Inside
M,Fly,51.36,51.36,Outside
M,Fly,51.31,52.4,Outside
M,Fly,51.61,50.69,Inside
M,Fly,51.51,51.13,Inside
M,Fly,53.35,53.42,Outside
M,Fly,53.05,54.78,Outside
F,Breast,64.52,64.75,Inside
F,Breast,65.79,65.37,Inside
F,Breast,68.86,68.66,Outside
F,Breast,69.25,69.67,Outside
F,Breast,69.34,68.69,Inside
F,Breast,69.27,69.55,Inside
F,Breast,71.25,71.39,Outside
F,Breast,70.77,73.46000000000001,Outside
M,Breast,55.74,54.93,Inside
M,Breast,56.01,56.22,Inside
M,Breast,57.79,57.09,Outside
M,Breast,57.7,58.05,Outside
M,Breast,57.87,57.57,Inside
M,Breast,57.82,58.04,Inside
M,Breast,59.17,59.67,Outside
M,Breast,59.37,60.71,Outside
F,Back,56.46,54.77,Inside
F,Back,58.37,57.78,Inside
F,Back,60.77,60.12,Outside
F,Back,60.5,60.15,Outside
F,Back,60.86,60.37,Inside
F,Back,61.05,61.43,Inside
F,Back,62.96,62.39,Outside
F,Back,63.04,63.92,Outside
M,Back,51.1,50.2,Inside
M,Back,51.2,51.27,Inside
M,Back,53.02,52.95,Outside
M,Back,53.41,53.28,Outside
M,Back,53.62,53.85,Inside
M,Back,54.76,54.24,Outside
M,Back,54.58,54.31,Outside
M,Back,53.49,54.49,Inside
F,Free,52.06,51.84,Inside
F,Free,53.92,53.73,Inside
F,Free,54.35,54.65,Outside
F,Free,54.36,54.79,Outside
F,Free,54.75,54.47,Inside
F,Free,54.75,55.24,Inside
F,Free,55.62,55.38,Outside
F,Free,55.86,55.87,Outside
M,Free,45.66,44.93,Inside
M,Free,45.65,45.38,Inside
M,Free,46.26,46.4,Outside
M,Free,46.47,46.57,Outside
M,Free,46.79,46.37,Inside
M,Free,46.61,46.67,Inside
M,Free,47.72,47.45,Outside
M,Free,47.51,47.91,Outside
F,Fly,61.71,61.04,Inside
F,Fly,65.91,66.41,Inside
F,Fly,83.63,83.42,Outside
F,Fly,86.19,84.06,Outside
M,Fly,54.68,53.59,Inside
M,Fly,55.94,55.06,Inside
M,Fly,62.15,61.4,Outside
M,Fly,72.21000000000001,71.03999999999999,Outside
F,Breast,73.5,72.6,Inside
F,Breast,74.83,73.31,Inside
F,Breast,81.91,82.96000000000001,Outside
F,Breast,87.12,85.35,Outside
F,Breast,88.22,86.38,Inside
F,Breast,88.91,87.28,Inside
M,Breast,60.0,59.78,Inside
M,Breast,63.2,62.27,Inside
M,Breast,69.49,68.17,Outside
M,Breast,71.7,69.93,Outside
M,Breast,72.5,73.61,Inside
M,Breast,76.65,75.21000000000001,Inside
F,Back,64.96,61.75,Inside
F,Back,65.5,66.48,Inside
F,Back,76.35,73.39,Outside
F,Back,78.1,75.98,Outside
F,Back,80.43,79.99,Inside
F,Back,81.57,82.12,Inside
F,Back,95.93,97.07,Outside
F,Back,102.0,97.22999999999999,Outside
F,Back,123.6,126.66,Inside
M,Back,58.91,54.85,Inside
M,Back,59.93,60.64,Inside
M,Back,78.93,76.53999999999999,Outside
F,Free,56.89,55.72,Inside
F,Free,58.47,56.86,Inside
F,Free,63.93,61.22,Outside
F,Free,64.99,65.2,Outside
F,Free,69.33,66.89,Inside
F,Free,67.8,67.95,Inside
F,Free,74.66,73.5,Outside
F,Free,76.21000000000001,75.28999999999999,Outside
F,Free,80.99,78.07,Outside
F,Free,77.18,78.25,Inside
F,Free,78.57,81.89,Inside
F,Free,84.53,85.43,Outside
M,Free,50.37,49.31,Inside
M,Free,50.28,49.82,Inside
M,Free,52.6,51.48,Outside
M,Free,55.03,53.4,Outside
M,Free,56.46,57.66,Inside
M,Free,65.19,68.6,Inside
M,Free,78.32,76.15,Outside
M,Free,78.41,77.81,Outside
F,Fly,59.34,57.11,Inside
F,Fly,61.38,60.9,Inside
F,Fly,65.67,64.49,Outside
F,Fly,66.31,66.9,Outside
F,Fly,66.45,66.66,Inside
F,Fly,68.88,68.68,Inside
F,Fly,82.0,78.09,Outside
F,Fly,88.86,87.77,Outside
M,Fly,51.69,52.08,Inside
M,Fly,53.66,53.41,Inside
M,Fly,56.37,55.41,Outside
M,Fly,57.93,57.44,Outside
M,Fly,60.87,58.61,Inside
M,Fly,60.03,59.66,Inside
M,Fly,69.02,68.53,Outside
M,Fly,75.31,75.49,Outside
F,Breast,64.98,64.99,Inside
F,Breast,69.88,67.62,Inside
F,Breast,72.53,71.87,Outside
F,Breast,72.58,73.76,Outside
F,Breast,78.36,77.6,Inside
F,Breast,88.32,85.82,Inside
F,Breast,87.49,87.15,Outside
F,Breast,87.68,88.41,Outside
M,Breast,58.31,57.15,Inside
M,Breast,64.52,61.92,Outside
M,Breast,65.06,64.03,Outside
M,Breast,65.96,63.78,Inside
M,Breast,66.2,67.53,Inside
M,Breast,73.24,72.47,Outside
M,Breast,73.03,73.51,Outside
F,Back,58.3,55.72,Inside
F,Back,60.88,59.73,Inside
F,Back,68.92,66.79,Outside
F,Back,71.46000000000001,70.71000000000001,Outside
F,Back,73.76,70.64,Inside
F,Back,73.32,72.48,Inside
F,Back,85.22,89.0,Outside
F,Back,93.22999999999999,91.66,Outside
M,Back,54.1,53.6,Inside
M,Back,55.23,54.87,Inside
M,Back,61.02,58.44,Outside
M,Back,64.54,64.55,Outside
M,Back,66.48,63.12,Inside
M,Back,70.71000000000001,69.1,Inside
M,Back,78.35,78.52,Outside
M,Back,80.45,83.53999999999999,Outside
F,Free,55.54,55.27,Inside
F,Free,56.76,55.74,Inside
F,Free,59.03,57.89,Outside
F,Free,61.13,59.76,Outside
F,Free,61.43,60.61,Inside
F,Free,62.16,64.89,Inside
F,Free,66.35,66.07,Outside
F,Free,68.51,68.2,Outside
M,Free,47.27,47.03,Inside
M,Free,47.9,47.95,Inside
M,Free,49.99,49.74,Outside
M,Free,49.8,50.37,Outside
M,Free,50.71,50.92,Inside
M,Free,50.98,51.58,Inside
M,Free,52.83,52.48,Outside
M,Free,52.67,53.16,Outside
F,Fly,62.45,60.27,Inside
F,Fly,62.81,61.85,Inside
F,Fly,67.71,67.71,Outside
F,Fly,68.81,68.01,Outside
F,Fly,69.33,66.68,Inside
F,Fly,70.86,70.24,Inside
F,Fly,85.08,84.18,Outside
F,Fly,89.48,92.31,Outside
M,Fly,53.02,53.05,Inside
M,Fly,55.06,54.01,Outside
M,Fly,55.35,54.6,Outside
M,Fly,53.77,54.77,Inside
M,Fly,55.74,53.88,Inside
M,Fly,57.25,58.18,Inside
M,Fly,60.97,58.5,Outside
M,Fly,61.44,60.53,Outside
F,Breast,70.25,67.99,Inside
F,Breast,72.18,71.85,Inside
F,Breast,77.22,77.41,Outside
F,Breast,81.08,79.68,Outside
F,Breast,82.71000000000001,81.68,Inside
F,Breast,82.62,82.0,Inside
F,Breast,90.9,89.39,Outside
F,Breast,91.1,93.28,Outside
M,Breast,57.69,56.9,Inside
M,Breast,60.48,58.89,Inside
M,Breast,63.02,63.36,Outside
M,Breast,63.45,64.49,Outside
M,Breast,64.86,63.68,Inside
M,Breast,63.76,64.37,Inside
M,Breast,67.65,68.26,Outside
M,Breast,70.45,69.31,Outside
F,Back,62.32,59.37,Inside
F,Back,62.69,63.04,Inside
F,Back,70.01,69.89,Outside
F,Back,71.59,71.14,Outside
F,Back,74.85,74.05,Inside
F,Back,74.42,77.55,Inside
F,Back,84.37,83.38,Outside
F,Back,84.66,86.44,Outside
M,Back,52.34,50.79,Inside
M,Back,53.35,51.98,Inside
M,Back,61.05,59.71,Outside
M,Back,61.22,60.91,Outside
M,Back,61.43,59.96,Inside
M,Back,62.08,61.03,Inside
M,Back,72.55,72.19,Outside
M,Back,85.66,85.89,Outside
F,Free,54.08,53.26,Inside
F,Free,56.04,54.42,Inside
F,Free,58.87,57.5,Outside
F,Free,59.99,59.67,Outside
F,Free,60.65,59.86,Inside
F,Free,60.92,60.34,Inside
F,Free,64.44,62.86,Outside
F,Free,70.95,68.9,Outside
M,Free,47.9,45.68,Inside
M,Free,48.18,47.58,Inside
M,Free,50.05,50.37,Outside
M,Free,50.26,51.01,Outside
M,Free,50.87,49.87,Inside
M,Free,50.6,50.64,Inside
M,Free,53.72,52.49,Outside
M,Free,52.64,52.88,Outside
F,Fly,59.87,58.47,Inside
F,Fly,62.47,61.38,Inside
F,Fly,68.7,68.47,Outside
F,Fly,70.37,68.96000000000001,Outside
F,Fly,72.98,70.55,Inside
F,Fly,73.95,72.41,Inside
F,Fly,81.23,79.16,Outside
M,Fly,53.03,52.26,Inside
M,Fly,53.91,52.86,Inside
M,Fly,57.23,57.17,Outside
M,Fly,58.21,57.19,Outside
M,Fly,58.57,55.68,Inside
M,Fly,58.33,58.57,Inside
M,Fly,63.48,64.27,Outside
M,Fly,67.16,65.71,Outside
F,Breast,69.68,68.78999999999999,Inside
F,Breast,70.1,68.86,Inside
F,Breast,76.38,74.69,Outside
F,Breast,78.42,78.61,Outside
F,Breast,79.41,78.2,Inside
F,Breast,80.08,79.33,Inside
F,Breast,83.95,82.81,Outside
F,Breast,83.98,84.4,Outside
M,Breast,57.83,58.01,Inside
M,Breast,57.9,58.7,Inside
M,Breast,63.62,62.61,Outside
M,Breast,63.88,63.84,Outside
M,Breast,66.68,66.97,Inside
M,Breast,67.43,69.36,Inside
M,Breast,73.19,70.28,Outside
M,Breast,83.28999999999999,81.99,Outside
F,Back,60.99,61.11,Inside
F,Back,63.18,62.32,Inside
F,Back,68.11,65.51,Outside
F,Back,67.87,67.5,Outside
F,Back,69.39,68.7,Inside
F,Back,70.39,70.01,Inside
F,Back,72.18,72.72,Outside
F,Back,72.91,74.2,Outside
M,Back,53.75,53.07,Inside
M,Back,54.37,54.51,Inside
M,Back,61.09,61.51,Outside
M,Back,62.88,61.99,Outside
M,Back,63.78,62.83,Inside
M,Back,64.2,63.7,Inside
F,Free,53.94,53.92,Inside
F,Free,55.17,54.5,Inside
F,Free,57.27,56.43,Outside
F,Free,57.44,57.35,Outside
F,Free,58.13,56.58,Inside
F,Free,58.46,58.88,Inside
F,Free,63.07,61.89,Outside
F,Free,62.12,62.71,Outside
F,Free,65.41,62.3,Inside
F,Free,63.21,62.36,Inside
F,Free,67.33,66.16,Outside
F,Free,67.54,70.05,Outside
M,Free,46.84,46.14,Inside
M,Free,46.7,46.85,Inside
M,Free,49.11,48.34,Outside
M,Free,49.33,48.39,Outside
M,Free,49.53,49.81,Inside
M,Free,49.97,49.94,Inside
M,Free,56.64,57.48,Outside
M,Free,58.95,58.96,Outside
F,Fly,59.79,59.75,Inside
F,Fly,60.11,60.69,Inside
F,Fly,62.45,61.56,Outside
F,Fly,61.88,61.59,Outside
F,Fly,63.82,62.19,Inside
F,Fly,63.75,62.36,Inside
F,Fly,67.51,68.01,Outside
F,Fly,69.75,70.08,Outside
M,Fly,51.42,51.47,Inside
M,Fly,51.21,51.6,Inside
M,Fly,52.62,52.69,Outside
M,Fly,54.55,54.76,Outside
M,Fly,55.91,54.15,Inside
M,Fly,54.9,54.47,Inside
M,Fly,58.12,56.5,Outside
M,Fly,58.65,58.21,Outside
F,Breast,67.37,65.67,Inside
F,Breast,67.21,66.13,Inside
F,Breast,73.14,72.89,Outside
F,Breast,73.12,73.35,Outside
F,Breast,73.55,72.84,Inside
F,Breast,73.5,73.35,Inside
F,Breast,78.08,77.22,Outside
F,Breast,78.55,78.27,Outside
M,Breast,57.03,56.79,Inside
M,Breast,56.68,56.86,Inside
M,Breast,59.94,59.01,Outside
M,Breast,60.0,59.45,Outside
M,Breast,60.79,59.39,Inside
M,Breast,61.37,61.04,Inside
M,Breast,64.6,64.64,Outside
M,Breast,67.37,67.43,Outside
F,Back,59.17,59.51,Inside
F,Back,59.99,60.19,Inside
F,Back,65.71,65.15,Outside
F,Back,66.57,66.18,Outside
F,Back,67.05,65.22,Inside
F,Back,67.13,66.18,Inside
F,Back,71.02,70.62,Outside
F,Back,71.44,72.01,Outside
M,Back,54.43,52.58,Inside
M,Back,55.0,54.85,Inside
M,Back,59.52,59.5,Outside
M,Back,58.95,60.61,Outside
M,Back,59.86,58.7,Inside
M,Back,61.22,61.44,Inside
M,Back,66.04,65.04,Outside
M,Back,79.46000000000001,83.45,Outside
F,Free,54.39,53.67,Inside
F,Free,54.8,54.44,Inside
F,Free,56.09,54.7,Outside
F,Free,56.24,56.6,Outside
F,Free,56.34,56.15,Inside
F,Free,56.58,56.28,Inside
F,Free,58.53,58.47,Outside
F,Free,58.59,58.8,Outside
M,Free,46.46,45.85,Inside
M,Free,45.98,46.18,Inside
M,Free,47.49,47.14,Outside
M,Free,48.2,47.7,Outside
M,Free,48.49,47.92,Inside
M,Free,48.64,49.07,Inside
M,Free,50.04,50.14,Outside
M,Free,50.39,50.29,Outside
F,Fly,59.78,58.82,Inside
F,Fly,62.28,60.04,Inside
F,Fly,66.76,66.75,Outside
F,Fly,71.67,72.66,Outside
F,Fly,74.25,71.31,Inside
F,Fly,74.15,72.97,Inside
M,Fly,49.7,50.14,Inside
M,Fly,50.88,50.75,Inside
M,Fly,52.79,52.59,Outside
M,Fly,53.03,53.93,Outside
M,Fly,53.9,53.71,Inside
M,Fly,53.95,54.24,Inside
M,Fly,59.23,58.11,Outside
M,Fly,59.94,61.42,Outside
F,Breast,67.52,67.1,Inside
F,Breast,74.83,73.08,Inside
F,Breast,82.44,82.6,Outside
F,Breast,81.48,83.06,Outside
F,Breast,84.99,85.81,Inside
F,Breast,87.23,87.1,Inside
M,Breast,54.72,54.19,Inside
M,Breast,57.16,56.74,Inside
M,Breast,60.78,59.41,Outside
M,Breast,61.63,60.87,Outside
M,Breast,61.91,61.15,Inside
M,Breast,62.9,62.0,Inside
M,Breast,72.67,68.51,Outside
F,Back,58.57,58.2,Inside
F,Back,61.73,59.98,Inside
F,Back,66.58,66.56,Outside
F,Back,66.79,66.78,Outside
F,Back,66.92,65.75,Inside
F,Back,68.76,67.79,Inside
F,Back,72.45,72.13,Outside
F,Back,72.59,73.22,Outside
M,Back,50.7,50.36,Inside
M,Back,51.44,51.55,Inside
M,Back,57.06,56.24,Outside
M,Back,59.41,58.42,Outside
M,Back,59.42,58.13,Inside
M,Back,63.81,63.63,Inside
F,Free,53.86,52.82,Inside
F,Free,54.52,54.02,Inside
F,Free,57.7,57.62,Outside
F,Free,58.19,58.47,Outside
F,Free,58.71,58.26,Inside
F,Free,59.13,59.0,Inside
F,Free,63.31,62.83,Outside
F,Free,64.6,63.3,Outside
M,Free,45.57,45.38,Inside
M,Free,46.01,45.52,Inside
M,Free,46.6,46.13,Outside
M,Free,46.6,46.28,Outside
M,Free,47.42,47.03,Inside
M,Free,47.16,47.1,Inside
M,Free,51.45,49.83,Outside
M,Free,51.58,51.99,Outside
F,Fly,59.77,58.03,Inside
F,Fly,61.52,60.14,Inside
F,Fly,103.25,99.43,Outside
M,Fly,54.49,53.08,Inside
M,Fly,54.03,53.19,Inside
M,Fly,55.96,53.99,Outside
M,Fly,56.1,55.09,Outside
M,Fly,56.29,57.95,Inside
M,Fly,60.78,59.8,Inside
F,Breast,73.68,69.68,Inside
F,Breast,71.93,70.09,Inside
F,Breast,108.62,104.64,Outside
F,Breast,107.53999999999999,109.75999999999999,Outside
F,Breast,121.06,122.98,Inside
M,Breast,61.96,58.19,Inside
M,Breast,63.64,64.1,Inside
M,Breast,70.77,70.21000000000001,Outside
M,Breast,71.07,71.02,Outside
M,Breast,97.44,92.38,Inside
F,Back,63.15,60.74,Inside
F,Back,69.03,65.8,Inside
F,Back,84.78999999999999,80.28,Outside
F,Back,112.78999999999999,106.99000000000001,Outside
M,Back,56.62,54.01,Inside
M,Back,57.86,56.5,Inside
F,Free,54.03,52.81,Inside
F,Free,55.14,53.89,Inside
F,Free,66.98,65.67,Outside
F,Free,69.1,69.25,Outside
F,Free,70.16,68.66,Inside
F,Free,75.59,75.52,Inside
M,Free,48.12,47.35,Inside
M,Free,48.15,48.06,Inside
M,Free,50.71,50.67,Outside
M,Free,51.56,51.95,Outside
M,Free,51.97,51.27,Inside
M,Free,54.96,53.38,Inside
